step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,CASH_IN,CASH_OUT,DEBIT,PAYMENT,TRANSFER,isFlaggedFraud,isFraud
20,103491.81,143379.88,39888.07,346677.32,450169.13,0,1,0,0,0,0,0
15,261061.57,39995,0,0,261061.57,0,1,0,0,0,0,0
283,83771.44,0,0,492160.69,575932.13,0,1,0,0,0,0,0
333,101303.33,10263,0,0,101303.33,0,1,0,0,0,0,0
204,4590.43,0,0,0,0,0,0,0,1,0,0,0
259,97819.31,103607,5787.69,0,97819.31,0,1,0,0,0,0,0
306,2744.98,0,0,0,0,0,0,0,1,0,0,0
135,134173.4,1055385.3,1189558.7,404933.9,270760.5,1,0,0,0,0,0,0
34,49251.34,0,0,511883.42,309095.1,0,1,0,0,0,0,0
183,16182.48,370432.45,354249.97,0,0,0,0,0,1,0,0,0
276,11251.14,17062,5810.86,0,0,0,0,0,1,0,0,0
275,86676.43,0,0,280354.45,367030.88,0,1,0,0,0,0,0
378,1029290.83,0,0,1292068.22,2321359.04,0,0,0,0,1,0,0
354,961369.94,29747,0,0,961369.94,0,0,0,0,1,0,0
402,228928.35,282,0,595244.43,824172.78,0,1,0,0,0,0,0
550,2700.53,256,0,0,0,0,0,0,1,0,0,0
310,46105.64,10121,0,0,0,0,0,0,1,0,0,0
158,142352.73,0,0,8860103.06,9002455.79,0,1,0,0,0,0,0
405,14528.3,943.69,0,0,0,0,0,0,1,0,0,0
305,252895.82,6769,259664.82,639757.18,386861.36,1,0,0,0,0,0,0
356,52394.35,11640,0,630459.65,682853.99,0,1,0,0,0,0,0
299,917215.91,11912,0,0,732257.35,0,0,0,0,1,0,0
325,339158.48,184585,0,84218.5,423376.99,0,1,0,0,0,0,0
137,161072.09,9587793.89,9748865.98,3293517.62,3132445.53,1,0,0,0,0,0,0
10,193630.67,36128.56,0,259615.38,654173.31,0,1,0,0,0,0,0
329,699138.16,0,0,2530538.49,3229676.65,0,0,0,0,1,0,0
186,95130.01,7910,0,0,95130.01,0,1,0,0,0,0,0
33,433666.52,198733,0,0,123952.49,0,1,0,0,0,0,0
10,129135.52,100984,230119.52,1012196.18,883060.66,1,0,0,0,0,0,0
357,40.15,258,217.85,0,0,0,0,0,1,0,0,0
120,2742.41,643,0,0,0,0,0,0,1,0,0,0
210,11630.56,0,0,0,0,0,0,0,1,0,0,0
35,412685.65,20323234.43,20735920.08,3536063.2,3123377.55,1,0,0,0,0,0,0
182,33955.86,0,0,311110.53,345066.39,0,1,0,0,0,0,0
156,32329.74,0,0,319448.81,351778.55,0,1,0,0,0,0,0
333,3766.08,0,0,0,0,0,0,0,1,0,0,0
44,43901.37,80349,36447.63,5720407.43,5802033.23,0,1,0,0,0,0,0
370,363.38,11409,11045.62,290005.99,290369.36,0,0,1,0,0,0,0
403,209300.06,0,0,2746008.12,2955308.17,0,1,0,0,0,0,0
277,40635.35,0,0,881863.35,922498.7,0,1,0,0,0,0,0
186,61394.06,0,0,204198.19,265592.24,0,1,0,0,0,0,0
262,6536.65,1975,0,0,0,0,0,0,1,0,0,0
42,215232.81,4860,0,563286.21,778519.02,0,1,0,0,0,0,0
165,7158.4,406,0,0,0,0,0,0,1,0,0,0
235,239992.87,65445,0,340517.45,580510.32,0,1,0,0,0,0,0
203,785077.4,0,0,1387844.36,2172921.75,0,0,0,0,1,0,0
12,112253.12,0,0,347240,459493.12,0,1,0,0,0,0,0
24,31232.42,43565.54,12333.12,0,0,0,0,0,1,0,0,0
204,5839.25,0,0,0,0,0,0,0,1,0,0,0
135,385423.07,0,0,650850.02,1036273.09,0,0,0,0,1,0,0
349,17163.22,0,0,0,0,0,0,0,1,0,0,0
286,13980.51,0,0,0,0,0,0,0,1,0,0,0
183,445538.5,304695,0,602661.38,1048199.88,0,0,0,0,1,0,0
323,24665.96,43832,19166.04,0,0,0,0,0,1,0,0,0
500,154189.69,0,0,242555.73,396745.42,0,0,0,0,1,0,0
401,59832.28,129120,69287.72,1971242.76,2031075.04,0,1,0,0,0,0,0
309,7922.17,0,0,0,0,0,0,0,1,0,0,0
38,52529.98,214970,267499.98,42963.55,0,1,0,0,0,0,0,0
41,70880.04,0,0,258972.69,329852.74,0,1,0,0,0,0,0
41,1817.27,12259,10441.73,0,0,0,0,0,1,0,0,0
160,3427.12,0,0,0,0,0,0,0,1,0,0,0
213,277045.96,1232246.93,1509292.89,2043794.12,1766748.16,1,0,0,0,0,0,0
378,8293.67,5423,0,0,0,0,0,0,1,0,0,0
20,57298.15,842285.16,899583.31,82998.9,25700.74,1,0,0,0,0,0,0
212,4147.94,84881,80733.06,0,0,0,0,0,1,0,0,0
276,212179.6,0,0,921934.16,1134113.75,0,1,0,0,0,0,0
255,24845.7,31369,56214.7,4040,0,1,0,0,0,0,0,0
276,110012.89,0,0,856661.35,966674.24,0,1,0,0,0,0,0
249,979003.66,0,0,1884340.36,2863344.02,0,0,0,0,1,0,0
130,69599.79,2233829.52,2303429.31,5199730.45,5130130.66,1,0,0,0,0,0,0
37,222640,0,0,240723,463363,0,1,0,0,0,0,0
352,49344.74,19995,0,0,49344.74,0,1,0,0,0,0,0
277,271930.22,5540532.45,5812462.68,363127.98,91197.75,1,0,0,0,0,0,0
212,6339.93,49576,43236.07,0,0,0,0,0,1,0,0,0
34,159771.7,0,0,2082012.07,2241783.78,0,1,0,0,0,0,0
16,217704.72,6402,0,4700491.24,5124618.57,0,1,0,0,0,0,0
36,202734.71,0,0,1297915.32,1500650.03,0,1,0,0,0,0,0
298,238308.42,0,0,255490.69,493799.11,0,1,0,0,0,0,0
330,182980.67,0,0,3987245.2,4170225.88,0,1,0,0,0,0,0
551,153901.16,4298474.36,4452375.53,524566.48,370665.32,1,0,0,0,0,0,0
12,3836.37,7243.19,3406.82,0,0,0,0,0,1,0,0,0
280,8078.27,36063,27984.73,0,0,0,0,0,1,0,0,0
137,148347.06,0,0,1147978.52,1296325.58,0,1,0,0,0,0,0
300,15575.16,0,0,349663.67,365238.84,0,0,0,0,1,0,0
179,50371.26,1251,0,0,50371.26,0,1,0,0,0,0,0
235,406334.44,32284,438618.44,2312190.82,1905856.39,1,0,0,0,0,0,0
408,5990.88,12330.34,6339.46,0,0,0,0,0,1,0,0,0
227,485277.95,29237,0,0,485277.95,0,1,0,0,0,0,0
402,15075.95,0,0,0,0,0,0,0,1,0,0,0
34,13560.88,31399,17838.12,0,0,0,0,0,1,0,0,0
181,214638.2,24890,0,11666.47,226304.67,0,1,0,0,0,0,0
283,9089.69,0,0,0,0,0,0,0,1,0,0,0
21,153352.18,69216,0,343633.81,496985.99,0,1,0,0,0,0,0
167,598.09,11139,10540.91,0,0,0,0,0,1,0,0,0
131,388097.61,0,0,1206793.92,1594891.53,0,1,0,0,0,0,0
690,235.3,0,0,0,0,0,0,0,1,0,0,0
354,223950.04,20903,0,48633.03,272583.08,0,1,0,0,0,0,0
201,9382.73,33840.03,24457.3,0,0,0,0,0,1,0,0,0
378,264815.4,6887619.99,7152435.38,266311.98,1496.59,1,0,0,0,0,0,0
139,59653.07,0,0,69286.41,128939.48,0,1,0,0,0,0,0
10,12284.16,42533.42,30249.27,0,0,0,0,0,1,0,0,0
334,41332.87,544,0,0,0,0,0,0,1,0,0,0
212,622.56,0,0,0,0,0,0,0,1,0,0,0
402,60715.4,0,0,0,0,0,0,0,1,0,0,0
46,94045.96,100,0,0,94045.96,0,1,0,0,0,0,0
283,232322.76,36566,0,419639.8,651962.56,0,1,0,0,0,0,0
46,623475.84,0,0,1243350,1866825.84,0,1,0,0,0,0,0
354,16716.29,6709.35,0,0,0,0,0,0,1,0,0,0
571,180283.97,1766755.15,1947039.12,4915673.81,4735389.84,1,0,0,0,0,0,0
401,3171.52,43466,40294.48,0,0,0,0,0,1,0,0,0
383,5694.97,204581,198886.03,0,0,0,0,0,1,0,0,0
314,394259.66,1084832.17,1479091.83,1904287.03,1510027.37,1,0,0,0,0,0,0
143,4627.16,11101,6473.84,187812.04,192439.2,0,0,1,0,0,0,0
369,54381.38,19693,74074.38,73688.81,19307.43,1,0,0,0,0,0,0
534,24106.56,1542.55,0,0,0,0,0,0,1,0,0,0
404,2046.61,0,0,0,0,0,0,0,1,0,0,0
95,3333.39,19366,16032.61,0,0,0,0,0,1,0,0,0
43,57393.07,0,0,515282.31,922143.28,0,1,0,0,0,0,0
261,65500.48,30662,0,2870733.72,2936234.2,0,1,0,0,0,0,0
313,11945.32,430924,418978.68,0,0,0,0,0,1,0,0,0
21,178096.31,3040180.65,3218276.97,2059638.89,1881542.58,1,0,0,0,0,0,0
322,50466.33,62313.95,11847.62,0,0,0,0,0,1,0,0,0
399,36027.28,53646.96,17619.67,0,0,0,0,0,1,0,0,0
18,4269.94,0,0,136383.84,140653.78,0,1,0,0,0,0,0
273,481581.55,0,0,9194065.51,9675647.07,0,1,0,0,0,0,0
330,102285.15,1665085.46,1767370.61,1079603.9,977318.75,1,0,0,0,0,0,0
203,286.77,36117,35830.23,0,0,0,0,0,1,0,0,0
398,154138.1,24664,178802.1,9048.25,0,1,0,0,0,0,0,0
9,21178.12,0,0,25051,0,0,1,0,0,0,0,0
278,13678.16,39,0,0,0,0,0,0,1,0,0,0
307,7455.23,0,0,0,0,0,0,0,1,0,0,0
378,44990.35,0,0,0,0,0,0,0,1,0,0,0
208,11.15,53161.88,53150.73,0,0,0,0,0,1,0,0,0
41,60813.26,129937.69,69124.43,1932642.04,1993455.29,0,1,0,0,0,0,0
213,8022.01,0,0,0,0,0,0,0,1,0,0,0
371,8553.77,0,0,0,0,0,0,0,1,0,0,0
236,1328460.03,0,0,2758444.38,4086904.4,0,0,0,0,1,0,0
23,271.67,148346,148074.33,0,0,0,0,0,1,0,0,0
305,9551.97,0,0,0,0,0,0,0,1,0,0,0
403,142618.72,41342,183960.72,208712.58,66093.86,1,0,0,0,0,0,0
186,123229.3,109633,0,1897764.56,2020993.86,0,1,0,0,0,0,0
350,99673.65,1243254.18,1342927.84,547533.18,447859.52,1,0,0,0,0,0,0
235,10423,143697,133274,16866807.24,16877230.24,0,0,0,0,1,0,0
402,2073335.26,867,0,49891.35,2123226.61,0,0,0,0,1,0,0
230,17014.56,3054,0,0,0,0,0,0,1,0,0,0
11,2623.45,0,0,0,0,0,0,0,1,0,0,0
597,809102.48,0,0,3557133.33,4366235.81,0,0,0,0,1,0,0
380,20748.27,0,0,0,0,0,0,0,1,0,0,0
189,51690.28,0,0,323099.07,374789.35,0,1,0,0,0,0,0
36,123183.56,20825,0,60577.13,183760.69,0,1,0,0,0,0,0
251,1118101.08,258599.41,0,2406067.57,3524168.66,0,0,0,0,1,0,0
310,97094.08,22198,0,35513.24,132607.32,0,1,0,0,0,0,0
393,169748.65,0,0,1585478.2,1755226.85,0,1,0,0,0,0,0
44,139133.63,47363,0,441148.22,580281.85,0,0,0,0,1,0,0
284,31475.27,7098,0,0,0,0,0,0,1,0,0,0
376,214896.82,23323529.05,23538425.87,676315.15,461418.33,1,0,0,0,0,0,0
164,530.12,0,0,204598.77,205128.89,0,0,0,0,1,0,0
211,458954.62,0,0,2442274.71,3145062.44,0,0,0,0,1,0,0
94,650065.58,0,0,2536959.48,3187025.07,0,0,0,0,1,0,0
189,31958.61,0,0,73922.5,105881.11,0,0,0,0,1,0,0
208,143763,0,0,1118021.05,1288523.3,0,0,0,0,1,0,0
301,288421.77,4229966.5,4518388.27,345996.72,57574.95,1,0,0,0,0,0,0
154,243428.87,0,0,677524.52,920953.38,0,1,0,0,0,0,0
398,287112.67,8067692.03,8354804.69,1410453.95,1123341.28,1,0,0,0,0,0,0
251,7847.41,0,0,0,0,0,0,0,1,0,0,0
164,148936.91,10353,0,404282.4,553219.32,0,1,0,0,0,0,0
261,426167.45,0,0,1475927.24,1902094.7,0,1,0,0,0,0,0
159,1542815.73,0,0,2359315.15,3902130.89,0,0,0,0,1,0,0
240,280132.77,5554867.59,5835000.36,284748.34,4615.57,1,0,0,0,0,0,0
179,54213.1,728,0,138815.43,193028.53,0,1,0,0,0,0,0
249,22139.99,9114,0,0,0,0,0,0,1,0,0,0
307,167654.35,111836,279490.35,0,0,1,0,0,0,0,0,0
41,111148.04,10267950.64,10379098.68,6776157.75,6849382.55,1,0,0,0,0,0,0
260,47148.07,355349,308200.93,378143.14,425291.21,0,1,0,0,0,0,0
142,129634.07,10040,139674.07,0,0,1,0,0,0,0,0,0
495,154598.39,0,0,434434.97,589033.36,0,1,0,0,0,0,0
376,102989.6,5849,0,237668.97,340658.58,0,1,0,0,0,0,0
139,64854.22,0,0,5996926.45,6061780.67,0,1,0,0,0,0,0
13,125993.71,122664.81,248658.52,0,0,1,0,0,0,0,0,0
322,2757081.93,10053,0,72251.07,2829333,0,0,0,0,1,0,0
402,167264.83,0,0,383428.32,550693.15,0,1,0,0,0,0,0
138,14023.55,0,0,0,0,0,0,0,1,0,0,0
33,146758.87,20696,0,0,177333.34,0,1,0,0,0,0,0
167,11597.28,34123.95,22526.67,0,0,0,0,0,1,0,0,0
140,43702.8,0,0,0,0,0,0,0,1,0,0,0
155,17858.01,0,0,0,0,0,0,0,1,0,0,0
134,24383.2,0,0,0,0,0,0,0,1,0,0,0
416,301708.19,226,0,37515.85,339224.05,0,1,0,0,0,0,0
179,9716.24,103334,93617.76,0,0,0,0,0,1,0,0,0
212,53301.07,106315,159616.07,0,0,1,0,0,0,0,0,0
402,11200.85,0,0,0,0,0,0,0,1,0,0,0
11,10143.88,0,0,0,0,0,0,0,1,0,0,0
400,280449.16,168616,0,0,280449.16,0,1,0,0,0,0,0
39,14522.51,150447.71,135925.2,0,0,0,0,0,1,0,0,0
303,294301.06,25383,319684.06,83179.31,0,1,0,0,0,0,0,0
278,47679.68,6106144.11,6153823.79,50658.76,2979.08,1,0,0,0,0,0,0
182,486899.52,4065,0,1713293.84,2200193.35,0,0,0,0,1,0,0
346,146122.52,10223,156345.52,2474812.05,2328689.53,1,0,0,0,0,0,0
232,114566.19,26085,0,722470.98,837037.17,0,1,0,0,0,0,0
7,7456.44,68553,61096.56,0,0,0,0,0,1,0,0,0
347,749539.59,2826041.34,3575580.93,891586.23,142046.64,1,0,0,0,0,0,0
514,76313.71,643,76956.71,0,0,1,0,0,0,0,0,0
282,8119.6,0,0,0,0,0,0,0,1,0,0,0
300,10679.84,0,0,0,0,0,0,0,1,0,0,0
588,10762.34,0,0,0,0,0,0,0,1,0,0,0
41,43930.08,0,0,1576454.05,1392010.98,0,1,0,0,0,0,0
180,4878.11,26277,21398.89,0,4878.11,0,1,0,0,0,0,0
346,134214.22,0,0,965368.66,1099582.88,0,1,0,0,0,0,0
13,361949.13,504564,142614.87,1825231.7,1909307.87,0,1,0,0,0,0,0
15,3244.22,7131,3886.78,0,0,0,0,0,1,0,0,0
369,99300.51,326.27,0,337553.36,436853.87,0,1,0,0,0,0,0
249,289045.31,0,0,5469363.91,5758409.22,0,1,0,0,0,0,0
274,4292.02,10748,6455.98,0,0,0,0,0,1,0,0,0
193,13226.18,67523.21,54297.03,0,0,0,0,0,1,0,0,0
17,377651.59,14712435.29,15090086.88,4728196.4,4350544.8,1,0,0,0,0,0,0
265,13477.34,12197,0,0,0,0,0,0,1,0,0,0
347,820106.56,0,0,2152702.99,2972809.55,0,0,0,0,1,0,0
15,182509.99,0,0,1206020.72,1388530.71,0,1,0,0,0,0,0
186,12371.55,0,0,0,0,0,0,0,1,0,0,0
275,5556.04,9870,4313.96,0,0,0,0,0,1,0,0,0
180,962314.98,0,0,3831371.87,4793686.84,0,0,0,0,1,0,0
590,167725.81,1208866.26,1376592.07,943092.28,775366.47,1,0,0,0,0,0,0
254,30697.16,21827,0,0,30697.16,0,1,0,0,0,0,0
182,37804.77,0,0,65843.22,103647.99,0,1,0,0,0,0,0
394,165217.99,72094,237311.99,12060832.9,11895614.91,1,0,0,0,0,0,0
356,313417.88,6610,320027.88,76806.3,0,1,0,0,0,0,0,0
369,270314.09,0,0,2444456.51,2714770.6,0,1,0,0,0,0,0
17,185532.97,4346,0,0,185532.97,0,1,0,0,0,0,0
275,26677.86,0,0,0,0,0,0,0,1,0,0,0
393,1249.32,0,0,0,0,0,0,0,1,0,0,0
302,44702.03,0,0,1251852.89,1296554.93,0,1,0,0,0,0,0
14,56888.34,49849,0,0,283873.68,0,1,0,0,0,0,0
281,357806.64,20564552.48,20922359.12,548101.09,190294.45,1,0,0,0,0,0,0
229,4425.18,244466.97,240041.79,0,0,0,0,0,1,0,0,0
179,558521.53,151178,0,0,558521.53,0,1,0,0,0,0,0
158,366054.59,0,0,609402.96,975457.55,0,1,0,0,0,0,0
349,210804.89,69090,0,686342,897146.89,0,1,0,0,0,0,0
305,234930.43,7742,0,208732.9,443663.33,0,1,0,0,0,0,0
21,337580.01,0,0,1072501.66,1231388.47,0,1,0,0,0,0,0
21,36002.02,0,0,1389725.72,1425727.74,0,1,0,0,0,0,0
285,4564.31,0,0,0,0,0,0,0,1,0,0,0
202,58258.06,50981,0,38650.8,96908.86,0,1,0,0,0,0,0
228,31140.87,95,0,2879762.74,2910903.6,0,1,0,0,0,0,0
260,237474.11,30423,267897.11,333837.28,96363.16,1,0,0,0,0,0,0
403,75748.62,45844,0,597301.72,673050.33,0,1,0,0,0,0,0
326,382097.64,0,0,1899731.52,2281829.15,0,1,0,0,0,0,0
17,21587.25,64673.31,43086.06,0,0,0,0,0,1,0,0,0
157,23438.51,0,0,0,0,0,0,0,1,0,0,0
307,38234.34,0,0,0,0,0,0,0,1,0,0,0
204,38711.9,62327,101038.9,0,0,1,0,0,0,0,0,0
376,7900.96,735,0,0,0,0,0,0,1,0,0,0
210,8077.01,14685.06,6608.05,0,0,0,0,0,1,0,0,0
187,200852.03,90551,0,1379672.84,1580524.87,0,1,0,0,0,0,0
15,10346.21,51158,40811.79,0,0,0,0,0,1,0,0,0
252,111793.43,28553,140346.43,767170.87,655377.43,1,0,0,0,0,0,0
259,14078.91,3192,0,0,0,0,0,0,1,0,0,0
135,1095.77,0,0,324327.79,325423.55,0,1,0,0,0,0,0
237,122320.81,7482,0,9285544.59,9407865.4,0,1,0,0,0,0,0
278,197520.2,201186,3665.8,3089.87,200610.07,0,1,0,0,0,0,0
394,9607.32,0,0,1443749.41,1453356.73,0,1,0,0,0,0,0
210,1729.34,224901.17,223171.83,0,0,0,0,0,1,0,0,0
253,7800.92,0,0,0,0,0,0,0,1,0,0,0
20,92.95,223310,223217.05,0,0,0,0,0,1,0,0,0
369,36586.86,4235655.63,4272242.49,15471859.59,15435272.73,1,0,0,0,0,0,0
25,864941.35,2926.28,0,1939935.92,2804877.27,0,0,0,0,1,0,0
133,12796.09,63134,50337.91,0,0,0,0,0,1,0,0,0
451,165363.94,0,0,4974625.99,5139989.93,0,1,0,0,0,0,0
305,55695.31,0,0,606033.19,661728.5,0,1,0,0,0,0,0
33,286512.9,15971240.14,16257753.05,674794.03,388281.13,1,0,0,0,0,0,0
185,230775.35,0,0,1346511.98,1577287.34,0,1,0,0,0,0,0
323,7840.08,29813,37653.08,1331798.78,1323958.71,1,0,0,0,0,0,0
322,6410.08,9579,3168.92,0,0,0,0,0,1,0,0,0
24,330231.43,177,0,108467.6,438699.03,0,0,0,0,1,0,0
377,173526.14,5793904.5,5967430.64,440440.54,266914.4,1,0,0,0,0,0,0
322,600820.81,51614,0,0,600820.81,0,0,0,0,1,0,0
403,212420.11,11490,0,21740721.86,21953141.97,0,0,0,0,1,0,0
325,1406.01,0,0,99222.01,146246.43,0,1,0,0,0,0,0
382,83415.9,0,0,292832.45,376248.35,0,1,0,0,0,0,0
380,921.23,10087,9165.77,0,0,0,0,0,1,0,0,0
140,19768.16,31761,11992.84,863315.66,883083.82,0,1,0,0,0,0,0
139,189144.47,4202638.86,4391783.33,3228859.49,3039715.02,1,0,0,0,0,0,0
571,89243.54,0,0,931639.11,1020882.64,0,1,0,0,0,0,0
163,17999.33,29777,11777.67,0,0,0,0,0,1,0,0,0
229,24192.18,29929,5736.82,69380.53,93572.71,0,1,0,0,0,0,0
396,5890.85,50051,44160.15,52440.41,58331.26,0,0,1,0,0,0,0
38,213584.08,541,0,966531.25,1180115.33,0,1,0,0,0,0,0
161,14904.9,0,0,0,0,0,0,0,1,0,0,0
353,206888.87,0,0,303742.51,510631.38,0,0,0,0,1,0,0
348,45010.41,24256,0,0,0,0,0,0,1,0,0,0
397,231770.62,49546,0,116179.73,347950.35,0,1,0,0,0,0,0
121,208562.35,6376678.78,6585241.13,267153.1,58590.76,1,0,0,0,0,0,0
426,122496.68,30899,0,70600.57,193097.25,0,0,0,0,1,0,0
201,8667.59,106653,97985.41,0,0,0,0,0,1,0,0,0
33,66694.07,406379.89,473073.97,105015.91,0,1,0,0,0,0,0,0
401,483762.99,29914,0,192551.99,676314.98,0,1,0,0,0,0,0
371,295520.07,1699952.4,1995472.46,4752914.48,4457394.41,1,0,0,0,0,0,0
19,972292.66,0,0,1720237.95,2692530.61,0,0,0,0,1,0,0
13,44191.65,9974,0,0,324362.84,0,1,0,0,0,0,0
186,280879.94,11291,0,60661.12,341541.07,0,1,0,0,0,0,0
394,34820.07,0,0,74026.93,108847.01,0,1,0,0,0,0,0
186,1188.9,0,0,0,0,0,0,0,1,0,0,0
153,1171152.55,34667,0,610387.88,1781540.44,0,0,0,0,1,0,0
44,6664.63,328424,321759.37,0,0,0,0,0,1,0,0,0
18,147678.27,0,0,701736.38,1069495.75,0,1,0,0,0,0,0
164,166164.23,160395,0,120973.28,287137.51,0,1,0,0,0,0,0
550,14583.89,75425.78,60841.89,0,0,0,0,0,1,0,0,0
587,300827.5,45338,346165.5,4710286.62,4409459.12,1,0,0,0,0,0,0
383,72868.74,6611516.44,6684385.18,72892.07,23.34,1,0,0,0,0,0,0
402,171900.87,0,0,1697943.12,1869843.99,0,1,0,0,0,0,0
260,1640.24,2192,3832.24,0,0,1,0,0,0,0,0,0
400,35471.1,0,0,0,0,0,0,0,1,0,0,0
204,161585.83,8555,0,2222464.3,2384050.13,0,1,0,0,0,0,0
177,26901.65,107497.08,80595.43,0,0,0,0,0,1,0,0,0
143,7315.39,20823,13507.61,0,0,0,0,0,1,0,0,0
136,15838.35,19122,3283.65,0,0,0,0,0,1,0,0,0
262,21637.47,22766529.55,22788167.02,157290.02,135652.54,1,0,0,0,0,0,0
181,11400.73,4580,0,0,11400.73,0,1,0,0,0,0,0
20,125698.63,8335677.43,8461376.06,6568810.42,6443111.79,1,0,0,0,0,0,0
299,51703.09,30543,0,0,0,0,0,0,1,0,0,0
236,112476.41,11,112487.41,1318702.6,1206226.2,1,0,0,0,0,0,0
594,13147.44,5612.03,0,49491.6,62639.04,0,1,0,0,0,0,0
14,319392.66,26505,0,1848619.91,2175540,0,1,0,0,0,0,0
331,146758.87,146802,293560.87,381814.96,235056.09,1,0,0,0,0,0,0
138,76481.13,14648,0,1259398.76,1335879.88,0,1,0,0,0,0,0
327,7844.99,42012,34167.01,0,0,0,0,0,1,0,0,0
214,290858.92,46354.99,0,1438419.04,1729277.96,0,1,0,0,0,0,0
18,113128.38,14,113142.38,0,0,1,0,0,0,0,0,0
276,2124.13,1753,0,0,0,0,0,0,1,0,0,0
191,86197.81,0,0,88700,20440.75,0,1,0,0,0,0,0
327,290839.78,36279,327118.78,2147987.83,1857148.05,1,0,0,0,0,0,0
160,4049.02,0,0,0,0,0,0,0,1,0,0,0
404,158922.46,0,0,4517564.04,4676486.5,0,1,0,0,0,0,0
372,429627.38,606,0,0,429627.38,0,1,0,0,0,0,0
298,168935.97,3010258.91,3179194.88,501269.72,332333.75,1,0,0,0,0,0,0
661,265279.35,24890,0,183403.99,448683.34,0,1,0,0,0,0,0
394,12256.81,0,0,0,0,0,0,0,1,0,0,0
184,29469.63,0,0,0,0,0,0,0,1,0,0,0
394,304222.15,4976,0,1164597.61,1468819.76,0,1,0,0,0,0,0
135,149325.83,15099,0,0,149325.83,0,1,0,0,0,0,0
229,62360.2,10746,0,0,62360.2,0,1,0,0,0,0,0
226,14325.47,5811084.33,5825409.8,3608711.94,3594386.47,1,0,0,0,0,0,0
308,65632.78,0,0,145131.96,210764.74,0,1,0,0,0,0,0
156,46778.17,0,0,58341.32,105119.5,0,0,0,0,1,0,0
230,426.32,0,0,0,0,0,0,0,1,0,0,0
394,8951.4,0,0,601040.95,609992.35,0,1,0,0,0,0,0
16,328978.95,7159883.15,7488862.1,552545.14,223566.18,1,0,0,0,0,0,0
12,244241.45,90876,0,0,701042.22,0,1,0,0,0,0,0
35,253711.51,271,0,0,253711.51,0,1,0,0,0,0,0
394,38372.03,511593.92,473221.89,0,0,0,0,0,1,0,0,0
280,97926.6,4323687.23,4421613.83,721598.09,623671.49,1,0,0,0,0,0,0
324,2691.98,426141.54,423449.56,0,0,0,0,0,1,0,0,0
275,60421.13,163972.94,103551.81,1187581.04,1248002.16,0,1,0,0,0,0,0
357,14465.92,0,0,0,0,0,0,0,1,0,0,0
353,22997.54,295114,272116.46,58155.79,81153.33,0,1,0,0,0,0,0
327,229695.13,0,0,8689089.36,8918784.49,0,1,0,0,0,0,0
380,68924.83,3219737.42,3288662.25,660980.12,592055.29,1,0,0,0,0,0,0
380,23200.84,23752,551.16,0,23200.84,0,1,0,0,0,0,0
551,10924.81,73.18,0,0,0,0,0,0,1,0,0,0
11,8958.38,0,0,0,0,0,0,0,1,0,0,0
186,139636.86,0,0,4469794.33,4609431.19,0,1,0,0,0,0,0
401,410070.66,191,410261.66,0,0,1,0,0,0,0,0,0
351,25971.33,22822,48793.33,25712.39,0,1,0,0,0,0,0,0
236,33092.46,9237758.42,9270850.88,1065154.61,1032062.15,1,0,0,0,0,0,0
38,4254.24,0,0,0,0,0,0,0,1,0,0,0
372,257880.7,78,0,235932693.8,236230516.8,0,1,0,0,0,0,0
160,42378.42,0,0,237786.56,280164.99,0,1,0,0,0,0,0
471,15818.82,11765,0,0,0,0,0,0,1,0,0,0
20,305179,104355,409534,16529.7,0,1,0,0,0,0,0,0
188,3172.86,23398,20225.14,0,0,0,0,0,1,0,0,0
12,30504.18,152004,182508.18,0,0,1,0,0,0,0,0,0
44,19251.37,79733,60481.63,718519.41,737770.79,0,1,0,0,0,0,0
20,2522.48,0,0,0,0,0,0,0,1,0,0,0
596,137013.92,70434,0,83831.26,220845.18,0,1,0,0,0,0,0
332,70547.39,21617,92164.39,527601.44,457054.05,1,0,0,0,0,0,0
10,219.53,0,0,0,0,0,0,0,1,0,0,0
348,346588.96,6543444.53,6890033.49,2176159.03,1829570.08,1,0,0,0,0,0,0
21,21285.18,24501,3215.82,0,0,0,0,0,1,0,0,0
376,16263.32,241080,224816.67,0,0,0,0,0,1,0,0,0
209,383106.19,0,0,1011085.74,1394191.92,0,1,0,0,0,0,0
183,16802.57,41552,24749.43,0,0,0,0,0,1,0,0,0
138,5124.69,208727.12,203602.42,0,0,0,0,0,1,0,0,0
353,151410.87,113522,0,5730115.65,5881526.52,0,1,0,0,0,0,0
260,2169.48,21506,19336.52,0,0,0,0,0,1,0,0,0
377,145446.44,595456,740902.44,13470670.86,13325224.43,1,0,0,0,0,0,0
252,15431.32,0,0,0,0,0,0,0,1,0,0,0
304,8593.18,51201,42607.82,0,0,0,0,0,1,0,0,0
42,80421.85,10783,0,0,80421.85,0,1,0,0,0,0,0
42,271238.46,21445,0,0,271238.46,0,1,0,0,0,0,0
141,5293.54,0,0,0,0,0,0,0,1,0,0,0
305,21179.24,0,0,0,0,0,0,0,1,0,0,0
372,472554.31,26159,0,415510.93,888065.24,0,1,0,0,0,0,0
16,86009.77,836,0,0,86009.77,0,1,0,0,0,0,0
373,8800.13,110243.82,101443.7,0,0,0,0,0,1,0,0,0
398,248603.08,22,0,210673.58,459276.66,0,0,0,0,1,0,0
281,5087.16,0,0,0,0,0,0,0,1,0,0,0
