v.id,on road old,on road now,years,km,rating,condition,economy,top speed,hp,torque,current price
960,530907,789020,4,115304,4,6,11,173,89,113,202883.5
961,546807,806720,6,97044,3,9,11,177,83,81,314576.5
962,515637,718016,5,52974,1,7,12,185,82,74,412014.5
963,696024,837602,4,86488,1,2,12,160,105,122,420631
964,579505,771166,5,62918,4,6,10,174,112,132,426760
965,650874,828284,3,143076,5,9,14,169,52,125,198511.5
966,674274,877820,6,119356,2,7,13,194,59,107,303419
967,569576,801880,2,96472,4,4,13,147,71,80,301081.5
968,502311,817354,4,106613,2,1,10,174,114,120,233139
969,566783,738810,6,70087,3,10,11,141,106,136,418934
970,532232,777524,7,84252,2,6,13,164,95,70,313619.5
971,659445,862435,7,121144,1,6,8,153,118,117,272075
972,644663,798258,6,108644,2,2,9,155,67,136,283248
973,622660,741192,6,126380,3,1,9,145,102,111,172859.5
974,696589,814817,7,70964,2,10,14,195,57,78,513722.5
975,626056,722367,4,126360,1,6,14,163,88,87,172415
976,528703,855562,3,92369,5,4,14,176,70,138,324899.5
977,678056,863982,5,146214,2,2,14,155,91,94,184900.5
978,588392,831774,7,61101,4,4,14,158,119,111,458591.5
979,622180,770137,4,76283,3,9,12,198,71,72,420403
980,633666,806052,7,115176,5,2,11,152,71,95,252549.5
981,516158,778450,7,145395,3,9,14,188,52,100,87234.5
982,507558,883156,2,101069,1,10,13,155,77,124,341328
983,546188,876416,4,53309,5,8,11,160,50,113,515722.5
984,509826,840086,7,92567,3,8,12,191,83,101,313049.5
985,520389,757603,3,126940,1,10,15,194,73,135,181428.5
986,517894,840944,4,98173,2,8,12,184,77,122,302878.5
987,604012,781010,7,126075,2,9,14,147,102,137,209639
988,503157,777340,2,89738,1,9,15,187,81,114,311109
989,565452,735371,3,65422,5,4,10,155,112,111,390915.5
990,587812,858110,4,74895,5,8,15,148,87,117,441104
991,513242,812506,7,59097,4,1,13,168,89,127,418871.5
992,593544,844333,2,144322,3,6,13,180,54,70,145880.5
993,591776,876192,4,148138,5,9,10,179,95,81,172234.5
994,601042,756860,2,92988,2,1,12,170,99,98,307255
995,675458,713650,5,149729,3,6,10,154,77,122,98311.5
996,633238,743850,5,125092,1,6,11,171,95,97,190744
997,599626,848195,4,83370,2,9,14,161,101,120,419748
998,646344,842733,7,86722,1,8,9,196,113,89,405871
999,535559,732439,2,140478,4,5,9,184,112,128,74398
1000,590105,779743,5,67295,4,2,8,199,99,96,414938.5
